Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction
flatulence,"Alum-Mag Hydroxide-Simeth, Calcium Carbonate-Simethicone",On Label,OTC,2 Reviews,5,5,5
flatulence,"Alum-Mag Hydroxide-Simeth, Calcium Carbonate-Simethicone",On Label,OTC,2 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,2 Reviews,2,4.5,2.5
flatulence,Simethicone,On Label,OTC,2 Reviews,3,3,3
flatulence,Simethicone,On Label,OTC,2 Reviews,4.5,5,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,5,1,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,4,5,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,5,5,5
flatulence,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,1 Reviews,3,5,3
flatulence,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,1 Reviews,3,5,3
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,4,3,4
flatulence,Simethicone,On Label,OTC,1 Reviews,4,5,4
flatulence,Simethicone,On Label,OTC,1 Reviews,1,1,1
flatulence,Simethicone,On Label,OTC,1 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,1 Reviews,1,1,1
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,5,5,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,5,5,5
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,1 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,1 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,1 Reviews,5,5,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,1,1,1
flatulence,Simethicone,On Label,OTC,1 Reviews,4,5,5
flatulence,Simethicone,On Label,OTC,1 Reviews,4,5,5
flatulence,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,1 Reviews,5,5,5
flatulence,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,1 Reviews,5,5,5
flatulence,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,1 Reviews,5,5,5
flatulence,Calcium Carbonate-Mag Hydroxid,On Label,OTC,1 Reviews,4,4,5
flatulence,Simethicone,On Label,OTC,1 Reviews,4,2,3
flatulence,Simethicone,On Label,OTC,1 Reviews,4,4,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,2,1,3
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,1 Reviews,5,5,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,1 Reviews,5,5,5
flatulence,"Simethicone, Alpha-D-Galactosidase",On Label,"
",1 Reviews,3,5,3
flatulence,"Simethicone, Alpha-D-Galactosidase",On Label,"
",1 Reviews,3,5,3
flatulence,"Simethicone, Alpha-D-Galactosidase",On Label,"
",1 Reviews,3,5,3
flatulence,"Activated Charcoal-Simethicone, Simethicone",On Label,OTC,1 Reviews,1,1,1
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,1,1,1
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,5,4,2
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,1 Reviews,1,5,1
flatulence,"Aluminum-Magnesium-Alginate, Alum-Mag Hydroxide-Simeth",On Label,OTC,1 Reviews,1,5,1
flatulence,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",On Label,OTC,1 Reviews,4,4,4
flatulence,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",On Label,OTC,1 Reviews,4,4,4
flatulence,Simethicone,On Label,OTC,1 Reviews,3,5,3
flatulence,Simethicone,On Label,OTC,1 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,1 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,1 Reviews,3,5,4
flatulence,Simethicone,On Label,OTC,1 Reviews,5,5,5
furunculosis,"Mupirocin Calcium, Mupirocin",Off Label,RX,60 Reviews,3.86,4.55,3.79
furunculosis,"Mupirocin Calcium, Mupirocin",Off Label,RX,60 Reviews,3.86,4.55,3.79
furunculosis,Mupirocin,Off Label,RX,52 Reviews,3.91,4.36,3.09
furunculosis,Mupirocin,Off Label,RX,5 Reviews,5,5,5
furunculosis,Gentamicin,On Label,RX,3 Reviews,4.5,5,4.5
furunculosis,Gentamicin,On Label,RX,1 Reviews,3,5,3
furunculosis,Mupirocin,Off Label,RX,1 Reviews,1,4,1
gastroesophageal reflux disease,Omeprazole,On Label,RX/OTC,465 Reviews,3.78,4.18,3.22
gastroesophageal reflux disease,Omeprazole,On Label,RX/OTC,465 Reviews,3.78,4.18,3.22
gastroesophageal reflux disease,Dexlansoprazole,On Label,RX,443 Reviews,3.82,4.31,2.87
gastroesophageal reflux disease,Metoclopramide Hcl,On Label,RX,381 Reviews,2.77,3.38,2.06
gastroesophageal reflux disease,Pantoprazole,Off Label,RX,367 Reviews,3.91,4.34,3.62
gastroesophageal reflux disease,Rabeprazole,On Label,RX,297 Reviews,4.12,4.58,3.93
gastroesophageal reflux disease,"Omeprazole, Omeprazole Magnesium",On Label,RX,254 Reviews,4.07,4.53,3.4
gastroesophageal reflux disease,"Omeprazole, Omeprazole Magnesium",On Label,RX,254 Reviews,4.07,4.53,3.4
gastroesophageal reflux disease,Pantoprazole,Off Label,RX,237 Reviews,3.32,4.2,2.99
gastroesophageal reflux disease,Omeprazole Magnesium,On Label,OTC,178 Reviews,4.01,4.4,3.16
gastroesophageal reflux disease,Lansoprazole,On Label,RX,178 Reviews,4.3,4.65,4.08
gastroesophageal reflux disease,Omeprazole-Sodium Bicarbonate,On Label,RX,165 Reviews,4.05,4.37,3.47
gastroesophageal reflux disease,Sucralfate,Off Label,RX,134 Reviews,3.83,3.6,3.57
gastroesophageal reflux disease,Sucralfate,Off Label,RX,134 Reviews,3.83,3.6,3.57
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,116 Reviews,4.07,4.51,3.74
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,116 Reviews,4.07,4.51,3.74
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,116 Reviews,4.07,4.51,3.74
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,116 Reviews,4.07,4.51,3.74
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,116 Reviews,4.07,4.51,3.74
gastroesophageal reflux disease,Dexlansoprazole,On Label,RX,110 Reviews,3.83,4.47,3.38
gastroesophageal reflux disease,Metoclopramide Hcl,On Label,RX,89 Reviews,3.3,3.74,3.17
gastroesophageal reflux disease,Sucralfate,Off Label,RX,78 Reviews,4.14,3.54,3.89
gastroesophageal reflux disease,Sucralfate,Off Label,RX,78 Reviews,4.14,3.54,3.89
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,73 Reviews,4.33,4.42,4.17
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,73 Reviews,4.33,4.42,4.17
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,73 Reviews,4.33,4.42,4.17
gastroesophageal reflux disease,Erythromycin,Off Label,RX,72 Reviews,2.11,2.79,1.32
gastroesophageal reflux disease,Erythromycin,Off Label,RX,72 Reviews,2.11,2.79,1.32
gastroesophageal reflux disease,Magnesium Oxide,Off Label,RX/OTC,63 Reviews,3.37,3.83,3.27
gastroesophageal reflux disease,Lansoprazole,On Label,RX/OTC,57 Reviews,2.91,4.05,2.5
gastroesophageal reflux disease,Lansoprazole,On Label,RX/OTC,57 Reviews,2.91,4.05,2.5
gastroesophageal reflux disease,Famotidine,On Label,RX/OTC,38 Reviews,3.2,4.5,3
gastroesophageal reflux disease,Famotidine,On Label,RX/OTC,38 Reviews,3.2,4.5,3
gastroesophageal reflux disease,Famotidine,On Label,RX/OTC,38 Reviews,3.2,4.5,3
gastroesophageal reflux disease,Omeprazole Magnesium,On Label,RX/OTC,37 Reviews,3.77,4.23,3.54
gastroesophageal reflux disease,Omeprazole Magnesium,On Label,RX/OTC,37 Reviews,3.77,4.23,3.54
gastroesophageal reflux disease,Omeprazole Magnesium,On Label,RX/OTC,37 Reviews,3.77,4.23,3.54
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,RX/OTC,25 Reviews,3.54,4.23,2.92
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,RX/OTC,25 Reviews,3.54,4.23,2.92
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,RX/OTC,25 Reviews,3.54,4.23,2.92
gastroesophageal reflux disease,Rabeprazole,On Label,RX,25 Reviews,3.78,4.44,3.67
gastroesophageal reflux disease,Lansoprazole,On Label,OTC,24 Reviews,4.63,5,4
gastroesophageal reflux disease,Omeprazole-Sodium Bicarbonate,On Label,OTC,24 Reviews,3.55,4.27,3.55
gastroesophageal reflux disease,Famotidine,On Label,RX,22 Reviews,3.86,4.29,3.29
gastroesophageal reflux disease,Famotidine,On Label,RX,22 Reviews,3.86,4.29,3.29
gastroesophageal reflux disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,21 Reviews,4.78,4.67,4.44
gastroesophageal reflux disease,Famotidine,On Label,OTC,19 Reviews,4.5,4.75,4.5
gastroesophageal reflux disease,Famotidine,On Label,OTC,19 Reviews,4.5,4.75,4.5
gastroesophageal reflux disease,Erythromycin,Off Label,RX,19 Reviews,3.8,4,3.4
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Aluminum Hydrox-Magnesium Carb, Aluminum-Magnesium-Alginate, Calcium Carbonate",Off Label,OTC,15 Reviews,4.75,4.75,3.75
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Aluminum Hydrox-Magnesium Carb, Aluminum-Magnesium-Alginate, Calcium Carbonate",Off Label,OTC,15 Reviews,4.75,4.75,3.75
gastroesophageal reflux disease,Aluminum Hydrox-Magnesium Carb,Off Label,OTC,14 Reviews,4.88,4.75,4.88
gastroesophageal reflux disease,Cimetidine,On Label,OTC,13 Reviews,4.5,5,4.5
gastroesophageal reflux disease,Erythromycin Stearate,Off Label,RX,12 Reviews,3,2.8,2.2
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,11 Reviews,3.25,2.75,3
gastroesophageal reflux disease,Lansoprazole,On Label,RX,11 Reviews,4.33,5,4.67
gastroesophageal reflux disease,Omeprazole-Sodium Bicarbonate,On Label,RX/OTC,10 Reviews,4.63,4.88,4.38
gastroesophageal reflux disease,Dexlansoprazole,On Label,RX,10 Reviews,4.43,4.86,4
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,9 Reviews,4.33,4.33,4.33
gastroesophageal reflux disease,Nizatidine,On Label,RX,9 Reviews,5,5,5
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX,8 Reviews,4.2,5,3.8
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,RX,8 Reviews,4.33,4.67,3.67
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,8 Reviews,4.5,4.67,4.33
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,8 Reviews,4.5,4.67,4.33
gastroesophageal reflux disease,Magnesium Hydroxide,On Label,OTC,7 Reviews,4,5,4.25
gastroesophageal reflux disease,Metoclopramide Hcl,On Label,RX,6 Reviews,4,4.67,3.33
gastroesophageal reflux disease,"Calcium Carbonate-Mag Hydroxid, Dihydroxyaluminum Sod Carb",Off Label,OTC,6 Reviews,4.33,5,4.67
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5 Reviews,5,5,5
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5 Reviews,5,5,5
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5 Reviews,5,5,5
gastroesophageal reflux disease,Magnesium Hydroxide,On Label,OTC,5 Reviews,4.5,4.5,4.5
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,OTC,5 Reviews,3.33,3.67,3
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,OTC,5 Reviews,3.33,3.67,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,4 Reviews,5,5,5
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,4 Reviews,5,5,5
gastroesophageal reflux disease,Metoclopramide Hcl,On Label,RX,4 Reviews,3.67,4.67,3.33
gastroesophageal reflux disease,Pantoprazole,On Label,RX,4 Reviews,5,5,5
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX,4 Reviews,3,3,2.5
gastroesophageal reflux disease,Erythromycin Stearate,Off Label,RX,4 Reviews,5,4,5
gastroesophageal reflux disease,Famotidine,On Label,OTC,3 Reviews,5,5,5
gastroesophageal reflux disease,Famotidine,On Label,OTC,3 Reviews,5,5,5
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,3 Reviews,3,4,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,3 Reviews,3,4,3
gastroesophageal reflux disease,Nizatidine,On Label,RX,3 Reviews,3,4,3
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,3 Reviews,1,1,1
gastroesophageal reflux disease,Pantoprazole,On Label,RX,2 Reviews,5,5,5
gastroesophageal reflux disease,Famotidine,On Label,OTC,2 Reviews,5,5,5
gastroesophageal reflux disease,Famotidine,On Label,OTC,2 Reviews,5,5,5
gastroesophageal reflux disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,2 Reviews,5,5,5
gastroesophageal reflux disease,Alum-Mag Hydroxide-Simeth,Off Label,OTC,2 Reviews,5,4,2
gastroesophageal reflux disease,Alum-Mag Hydroxide-Simeth,Off Label,OTC,2 Reviews,5,4,2
gastroesophageal reflux disease,Aluminum Hydroxide Gel,Off Label,OTC,2 Reviews,5,5,5
gastroesophageal reflux disease,Magnesium Hydroxide,On Label,OTC,2 Reviews,4,4,4
gastroesophageal reflux disease,Esomeprazole Strontium,On Label,RX,2 Reviews,3,3,3
gastroesophageal reflux disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,2 Reviews,4,4,4
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX,2 Reviews,2,4,1.5
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,2 Reviews,4,4,4
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,2 Reviews,4,4,4
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,2 Reviews,1,3,1
gastroesophageal reflux disease,Erythromycin,Off Label,RX,1 Reviews,5,2,4
gastroesophageal reflux disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,1 Reviews,2,5,2
gastroesophageal reflux disease,Al Hyd-Mg Tr-Alg Ac-Sod Bicarb,Off Label,OTC,1 Reviews,3,3,1
gastroesophageal reflux disease,Aluminum Hydroxide Gel,Off Label,OTC,1 Reviews,5,5,5
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Aluminum Hydrox-Magnesium Carb, Aluminum-Magnesium-Alginate",Off Label,OTC,1 Reviews,2,2,2
gastroesophageal reflux disease,Aluminum Hydrox-Magnesium Carb,Off Label,OTC,1 Reviews,1,1,1
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1 Reviews,5,5,5
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1 Reviews,5,5,5
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1 Reviews,5,5,5
gastroesophageal reflux disease,Magaldrate,Off Label,OTC,1 Reviews,5,5,5
gastroesophageal reflux disease,Erythromycin Stearate,Off Label,RX,1 Reviews,4,4,4
gastroesophageal reflux disease,Famotidine,On Label,OTC,1 Reviews,3,5,3
gastroesophageal reflux disease,Famotidine,On Label,OTC,1 Reviews,3,5,3
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1 Reviews,3,5,3
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1 Reviews,3,5,3
gastroesophageal reflux disease,Magnesium Hydroxide,Off Label,OTC,1 Reviews,4,4,4
gastroesophageal reflux disease,Al Hyd-Mg Tr-Alg Ac-Sod Bicarb,Off Label,OTC,1 Reviews,1,1,1
gastroesophageal reflux disease,Aluminum Hydrox-Magnesium Carb,Off Label,OTC,1 Reviews,1,1,1
gastroesophageal reflux disease,Cimetidine Hcl,On Label,RX,1 Reviews,5,5,5
gastroesophageal reflux disease,Lansoprazole,On Label,OTC,1 Reviews,5,5,5
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1 Reviews,4,4,4
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1 Reviews,4,4,4
gastroesophageal reflux disease,Aluminum-Magnesium Hydroxide,Off Label,OTC,1 Reviews,1,5,1
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,1 Reviews,5,4,5
gastroesophageal reflux disease,"Aluminum-Magnesium-Alginate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1 Reviews,1,5,1
gastroesophageal reflux disease,"Calcium Carbonate-Mag Hydroxid, Calcium Carbonate, Dihydroxyaluminum Sod Carb",Off Label,OTC,1 Reviews,1,1,1
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,1 Reviews,1,1,1
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,1 Reviews,3,3,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,1 Reviews,4,5,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,1 Reviews,4,5,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX,1 Reviews,2,5,2
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,1 Reviews,5,4,5
genital herpes simplex,Valacyclovir,On Label,RX,350 Reviews,4.29,4.6,4.15
genital herpes simplex,Valacyclovir,On Label,RX,146 Reviews,3.96,4.16,3.61
genital herpes simplex,Acyclovir,On Label,RX,47 Reviews,4.25,3.5,3.75
genital herpes simplex,Acyclovir,On Label,RX,39 Reviews,3.17,4.09,3.17
genital herpes simplex,Acyclovir,On Label,RX,39 Reviews,3.17,4.09,3.17
genital herpes simplex,Acyclovir-Hydrocortisone,Off Label,RX,14 Reviews,4.57,4.79,4.43
genital herpes simplex,Acyclovir Sodium,On Label,RX,9 Reviews,2,3,1.67
genital herpes simplex,Acyclovir,On Label,RX,7 Reviews,3.67,4,4
genital herpes simplex,Acyclovir,On Label,RX,7 Reviews,3.67,4,4
genital herpes simplex,Acyclovir Sodium,On Label,RX,3 Reviews,5,4.5,5
genital herpes simplex,Acyclovir-Hydrocortisone,Off Label,RX,1 Reviews,1,1,1
gout,Meloxicam,Off Label,RX,894 Reviews,3.44,4.26,3.15
gout,Celecoxib,Off Label,RX,745 Reviews,3.85,4.47,3.46
gout,Naproxen,On Label,RX,740 Reviews,2.82,3.7,2.42
gout,Naproxen,On Label,RX,740 Reviews,2.82,3.7,2.42
gout,Naproxen,On Label,RX,740 Reviews,2.82,3.7,2.42
gout,Meloxicam,Off Label,RX,732 Reviews,3.4,4.13,3.09
gout,Diclofenac Sodium,Off Label,RX,595 Reviews,3.67,4.19,3.33
gout,Diclofenac Sodium,Off Label,RX,595 Reviews,3.67,4.19,3.33
gout,Indomethacin,On Label,RX,315 Reviews,3.97,4.25,3.67
gout,Indomethacin,On Label,RX,315 Reviews,3.97,4.25,3.67
gout,Indomethacin,On Label,RX,315 Reviews,3.97,4.25,3.67
gout,Ibuprofen,Off Label,RX/OTC,271 Reviews,3.37,3.98,3.13
gout,Ibuprofen,Off Label,RX/OTC,271 Reviews,3.37,3.98,3.13
gout,Ibuprofen,Off Label,RX/OTC,271 Reviews,3.37,3.98,3.13
gout,Ibuprofen,Off Label,RX/OTC,271 Reviews,3.37,3.98,3.13
gout,Diclofenac Sodium,Off Label,RX,259 Reviews,3.9,4.31,3.61
gout,Etodolac,Off Label,RX,255 Reviews,2.89,3.83,2.81
gout,Etodolac,Off Label,RX,255 Reviews,2.89,3.83,2.81
gout,Naproxen Sodium,Off Label,OTC,186 Reviews,3.5,4.24,3.13
gout,Diclofenac-Misoprostol,Off Label,RX,186 Reviews,3.84,4.01,3.35
gout,Piroxicam,Off Label,RX,117 Reviews,3.45,4.07,3.25
gout,Naproxen Sodium,On Label,RX/OTC,104 Reviews,3.12,4.23,2.73
gout,Naproxen Sodium,On Label,RX/OTC,104 Reviews,3.12,4.23,2.73
gout,Diclofenac-Misoprostol,Off Label,RX,103 Reviews,4.52,4.64,4.05
gout,Diclofenac Potassium,Off Label,RX,90 Reviews,3.95,4.45,3.7
gout,Diclofenac Potassium,Off Label,RX,90 Reviews,3.95,4.45,3.7
gout,Indomethacin,On Label,RX,82 Reviews,4.22,4.41,4.06
gout,Indomethacin,On Label,RX,82 Reviews,4.22,4.41,4.06
gout,Indomethacin,On Label,RX,82 Reviews,4.22,4.41,4.06
gout,Naproxen,On Label,RX,64 Reviews,3.27,3.64,2.91
gout,Naproxen,On Label,RX,64 Reviews,3.27,3.64,2.91
gout,Oxaprozin,Off Label,RX,60 Reviews,3.44,4.12,3.32
gout,Mefenamic Acid,Off Label,RX,60 Reviews,3.86,4.47,3.88
gout,Diclofenac Potassium,Off Label,RX,57 Reviews,3.71,4.25,3.46
gout,Oxaprozin,Off Label,RX,57 Reviews,3.36,4.24,3.08
gout,Piroxicam,Off Label,RX,54 Reviews,4.32,4.2,3.72
gout,Ibuprofen-Famotidine,Off Label,RX,48 Reviews,4.18,4.27,4.05
gout,Diclofenac Sodium,Off Label,RX,44 Reviews,4.09,4.04,3.87
gout,Celecoxib,Off Label,RX,43 Reviews,3,3.5,2.85
gout,Diclofenac Potassium,Off Label,RX,40 Reviews,3.73,4.47,3.6
gout,Ibuprofen,Off Label,RX/OTC,29 Reviews,3.64,4.18,3.64
gout,Ibuprofen,Off Label,RX/OTC,29 Reviews,3.64,4.18,3.64
gout,Ibuprofen,Off Label,RX/OTC,29 Reviews,3.64,4.18,3.64
gout,Ibuprofen,Off Label,RX/OTC,29 Reviews,3.64,4.18,3.64
gout,Ketoprofen,Off Label,RX,28 Reviews,4.5,4.17,4.5
gout,Ketoprofen,Off Label,RX,28 Reviews,4.5,4.17,4.5
gout,Ibuprofen,Off Label,OTC,26 Reviews,4.2,4.4,4.2
gout,Ibuprofen,Off Label,OTC,26 Reviews,4.2,4.4,4.2
gout,Diclofenac-Misoprostol,Off Label,RX,24 Reviews,3.85,4.15,3.08
gout,Ibuprofen,Off Label,OTC,24 Reviews,4.21,4.79,4
gout,Diflunisal,Off Label,RX,23 Reviews,3.13,4,2.38
gout,Naproxen Sodium,Off Label,RX,22 Reviews,3,3.86,3
gout,Fenoprofen,Off Label,RX,17 Reviews,4.33,4.83,4.33
gout,Ibuprofen,Off Label,OTC,16 Reviews,4.75,5,4.75
gout,Mefenamic Acid,Off Label,RX,16 Reviews,3.44,4.22,3.44
gout,Etodolac,Off Label,RX,15 Reviews,4,4.88,4.13
gout,Diflunisal,Off Label,RX,12 Reviews,4.67,4.67,4.67
gout,Ibuprofen,Off Label,OTC,11 Reviews,4,4.4,4.2
gout,Meclofenamate,Off Label,RX,11 Reviews,3.86,4.43,3.86
gout,Flurbiprofen,Off Label,RX,10 Reviews,4.5,4.33,3.83
gout,Indomethacin,On Label,RX,10 Reviews,4.4,4.6,4.2
gout,Naproxen Sodium,On Label,RX,9 Reviews,3.33,3.67,3
gout,Ketoprofen,Off Label,RX,8 Reviews,3,3.5,3
gout,Naproxen Sodium,Off Label,RX,7 Reviews,4.33,4.33,4.33
gout,Naproxen Sodium,Off Label,OTC,5 Reviews,4,5,5
gout,Ketoprofen,Off Label,RX,5 Reviews,5,5,5
gout,Naproxen Sodium,On Label,RX,5 Reviews,4,5,4
gout,Flurbiprofen,Off Label,RX,4 Reviews,5,5,5
gout,Tolmetin,Off Label,RX,4 Reviews,5,4.5,5
gout,Ibuprofen,Off Label,OTC,4 Reviews,4,4.67,4.33
gout,Ibuprofen,Off Label,OTC,4 Reviews,4,4.67,4.33
gout,Ibuprofen,Off Label,OTC,4 Reviews,4,4.67,4.33
gout,Tolmetin,Off Label,RX,4 Reviews,3,3.5,3
gout,Ibuprofen,Off Label,OTC,4 Reviews,2.5,3,1
gout,Ibuprofen,Off Label,OTC,4 Reviews,2.5,3,1
gout,Ketoprofen,Off Label,OTC,3 Reviews,5,5,5
